Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Title,Hire_Date,Years_at_Company,Years_in_Current_Role,Contract_Type,TechniqueSkill,RemoteWork,Evaluation_Period,Performance_Score,ProjectType,ProjectSuccessRate,Salary,Promotion_Within_Last_2_Years,Training_Recommendation,EmpEnvironmentSatisfaction,EmpJobSatisfaction,BurnoutRiskLevel,Attrition
E0991,31,Male,Single,Master,HR,HR Executive,10/18/2010,15,15,Full-time,"React, Azure, Java, NoSQL",No,Q1/2025,3.7,Cloud Migration,92.4,43,No,No,2,4,Medium,No
E0992,24,Male,Single,Master,HR,HR Executive,11/19/2023,2,2,Full-time,"NoSQL, React, Vue.js, C#, GCP",No,Q1/2025,4.3,Cybersecurity Implementation,82.9,14,No,No,4,2,Medium,No
E0993,25,Male,Married,Bachelor,IT,System Admin,8/18/2023,2,3,Part-time,"NoSQL, Vue.js, React",Yes,Q1/2025,2.8,API Development,51.6,15,No,Yes,1,4,Low,No
E0994,31,Female,Married,Bachelor,Finance,Accountant,7/9/2015,10,12,Full-time,"NoSQL, AWS",No,Q1/2025,3.5,AI/ML Model Deployment,39.0,40,Yes,No,1,2,Low,No
E0995,29,Male,Married,Master,Finance,Accountant,5/21/2016,9,10,Full-time,"SQL, Java, Kubernetes",No,Q1/2025,4.1,Data Analytics Platform,80.8,31,No,No,2,3,Low,No
E0996,22,Male,Single,PhD,HR,HR Executive,2/23/2015,10,12,Contractor,"GCP, Java",No,Q1/2025,3.6,Cloud Migration,62.5,45,No,No,5,2,Medium,No
E0997,35,Female,Married,Master,HR,Recruiter,3/23/2022,3,3,Full-time,"Azure, Vue.js, React",Yes,Q1/2025,2.9,Cybersecurity Implementation,67.9,16,No,Yes,4,2,Low,No
E0998,28,Female,Married,Bachelor,QA,Test Analyst,11/7/2013,12,13,Full-time,"Python, Kubernetes, GCP",Yes,Q1/2025,4.6,API Development,83.0,52,No,No,2,1,High,No
E0999,22,Male,Married,Bachelor,QA,QA Engineer,9/18/2019,6,8,Full-time,"React, Azure, Kubernetes, Vue.js, Docker",Yes,Q1/2025,3.1,Web Application Development,93.6,25,No,Yes,3,5,Low,No
E1000,32,Male,Married,College,IT,IT Support,12/14/2011,14,16,Full-time,"Azure, GCP",Yes,Q1/2025,3.3,AI/ML Model Deployment,82.0,48,No,Yes,1,5,Medium,No
E1001,31,Female,Single,Bachelor,Finance,Financial Analyst,12/21/2023,2,4,Part-time,"Kubernetes, Python",No,Q1/2025,3.9,Cloud Migration,38.9,13,No,No,1,1,Medium,No
E1002,32,Female,Single,Master,IT,DevOps Engineer,10/8/2022,3,3,Full-time,"Azure, React, Docker",No,Q1/2025,3.9,Web Application Development,65.4,17,Yes,No,5,4,Low,No
E1003,30,Male,Single,Bachelor,IT,DevOps Engineer,12/13/2017,8,11,Full-time,"GCP, Python, Kubernetes, Vue.js, AWS",Yes,Q1/2025,2.5,DevOps Automation,63.6,34,No,Yes,2,5,High,Yes
E1004,30,Female,Single,Bachelor,IT,IT Support,2/2/2014,11,11,Full-time,"AWS, GCP",No,Q1/2025,3.8,Cloud Migration,29.4,56,No,No,1,2,Low,No
E1005,31,Male,Married,Master,Marketing,Digital Marketer,2/21/2016,9,9,Contractor,"NoSQL, Angular, Kubernetes, Python, Azure",Yes,Q1/2025,3.5,Mobile App Design,68.4,34,No,No,4,4,Low,No
E1006,27,Female,Married,Master,IT,IT Support,1/3/2018,7,8,Full-time,"Docker, SQL, Python, Angular",No,Q1/2025,3.8,Mobile App Design,84.5,25,No,No,2,4,Low,No
E1007,31,Female,Single,Bachelor,Marketing,Business Analyst,3/18/2019,6,9,Contractor,"Java, NoSQL, GCP, Azure, Vue.js",Yes,Q1/2025,3.4,Cybersecurity Implementation,73.2,25,No,Yes,3,5,Low,No
E1008,30,Male,Single,Bachelor,Finance,Accountant,6/21/2010,15,16,Full-time,"Docker, Angular, React",No,Q1/2025,4.1,DevOps Automation,83.7,60,No,No,3,4,Medium,No
E1009,23,Male,Divorced,Master,Sales,Sales Executive,1/1/2016,9,11,Full-time,"NoSQL, Angular",No,Q1/2025,4.8,Cybersecurity Implementation,71.9,27,No,No,3,3,Medium,No
E1010,31,Male,Married,Bachelor,Marketing,Digital Marketer,11/24/2011,14,16,Full-time,"C#, React, Python",Yes,Q1/2025,3.3,Cloud Migration,76.5,43,No,Yes,2,5,Medium,No
E1011,32,Female,Married,Bachelor,Sales,Sales Executive,7/18/2019,6,8,Full-time,"NoSQL, Azure",Yes,Q1/2025,3.9,API Development,89.2,24,No,No,4,3,Low,No
E1012,27,Female,Single,Bachelor,QA,Test Analyst,1/9/2023,2,5,Full-time,"NoSQL, C#, Python",Yes,Q1/2025,4.4,Data Analytics Platform,84.2,20,No,No,3,4,High,No
E1013,35,Male,Married,Bachelor,IT,DevOps Engineer,2/16/2020,5,6,Part-time,"C#, Java",Yes,Q1/2025,4.7,Mobile App Design,61.8,26,No,No,5,4,Low,No
E1014,31,Female,Married,Master,IT,IT Support,7/14/2021,4,5,Contractor,"Java, Angular, Vue.js",Yes,Q1/2025,3.5,DevOps Automation,64.8,17,No,No,1,1,Low,No
E1015,32,Female,Single,Master,Sales,Sales Executive,10/22/2012,13,15,Part-time,"GCP, SQL, C#",Yes,Q1/2025,3.8,Data Analytics Platform,48.3,47,No,No,3,4,Low,No
E1016,30,Male,Single,Bachelor,QA,Test Analyst,6/4/2011,14,16,Full-time,"NoSQL, AWS, Python, GCP, SQL",No,Q1/2025,4.4,Cloud Migration,80.4,46,No,No,4,5,High,No
E1017,46,Male,Married,College,QA,Test Analyst,1/29/2017,8,8,Part-time,"Kubernetes, Angular",Yes,Q1/2025,5.0,Cybersecurity Implementation,74.4,26,Yes,No,2,5,Medium,Yes
E1018,29,Female,Married,Bachelor,Finance,Finance Manager,4/23/2020,5,6,Full-time,"C#, Kubernetes, Vue.js, NoSQL",Yes,Q1/2025,2.9,Cybersecurity Implementation,92.7,40,No,Yes,2,3,Low,No
E1019,36,Other,Single,Master,HR,HR Executive,6/30/2013,12,12,Full-time,"Kubernetes, NoSQL, Java, GCP, Docker",No,Q1/2025,3.6,Web Application Development,41.4,46,No,No,4,5,Medium,No
E1020,32,Female,Single,Master,IT,DevOps Engineer,4/22/2016,9,10,Full-time,"Python, Java, C#",No,Q1/2025,4.5,Web Application Development,26.8,33,No,No,2,3,Medium,No
E1021,34,Female,Single,Bachelor,Sales,Account Manager,10/28/2019,6,7,Contractor,"Java, Kubernetes",No,Q1/2025,3.5,Data Analytics Platform,88.3,46,No,No,1,4,Medium,No
E1022,33,Female,Married,Bachelor,Finance,Financial Analyst,8/18/2016,9,12,Part-time,"GCP, NoSQL, Kubernetes, Vue.js, Angular",Yes,Q1/2025,3.3,Data Analytics Platform,78.9,22,No,Yes,5,2,Medium,No
E1023,33,Female,Single,Bachelor,QA,QA Engineer,4/19/2023,2,3,Full-time,"C#, NoSQL",Yes,Q1/2025,5.0,Mobile App Design,66.9,12,No,No,3,3,High,No
E1024,28,Female,Single,Bachelor,HR,HR Executive,5/21/2020,5,7,Full-time,"NoSQL, C#",Yes,Q1/2025,4.3,AI/ML Model Deployment,84.3,29,No,No,5,1,Low,No
E1025,24,Male,Married,Bachelor,QA,QA Engineer,3/22/2024,1,2,Full-time,"Kubernetes, Angular",No,Q1/2025,3.3,DevOps Automation,12.9,9,No,Yes,5,5,Low,No
E1026,22,Male,Married,Master,IT,IT Support,4/11/2022,3,6,Full-time,"Kubernetes, Docker, Angular",Yes,Q1/2025,4.3,Cloud Migration,57.6,14,No,No,3,2,Low,No
E1027,33,Male,Single,Bachelor,Sales,Account Manager,5/27/2018,7,8,Contractor,"SQL, AWS",No,Q1/2025,3.3,Data Analytics Platform,72.5,35,No,Yes,1,3,Medium,No
E1028,27,Female,Married,Bachelor,Sales,Sales Executive,12/12/2023,2,3,Full-time,"Python, Vue.js, Azure",No,Q1/2025,4.3,API Development,62.3,14,No,No,3,2,Medium,No
E1029,30,Male,Single,Master,HR,Recruiter,1/11/2024,1,2,Full-time,"C#, Azure, Vue.js",Yes,Q1/2025,3.9,Web Application Development,45.9,12,No,Yes,2,2,High,No
E1030,37,Female,Single,College,Marketing,Digital Marketer,9/25/2021,4,6,Full-time,"Python, GCP, Vue.js",Yes,Q1/2025,3.4,Data Analytics Platform,74.4,13,Yes,Yes,4,2,Low,Yes
E1031,22,Female,Single,Bachelor,Finance,Financial Analyst,12/24/2024,1,2,Full-time,"GCP, SQL, C#, Docker, NoSQL",No,Q1/2025,4.1,AI/ML Model Deployment,74.4,10,No,Yes,3,3,Medium,No
E1032,30,Male,Married,Bachelor,HR,HR Executive,10/18/2021,4,7,Full-time,"Python, Angular",Yes,Q1/2025,3.6,API Development,64.0,16,Yes,No,2,1,High,No
E1033,35,Male,Single,Master,Finance,Finance Manager,8/11/2010,15,17,Full-time,"Docker, AWS, NoSQL",Yes,Q1/2025,3.9,AI/ML Model Deployment,70.9,61,No,No,1,5,Low,No
E1034,30,Female,Single,Bachelor,Sales,Sales Executive,12/6/2021,4,5,Full-time,"C#, Azure, AWS, Kubernetes, SQL",No,Q1/2025,3.4,DevOps Automation,70.9,16,No,Yes,4,4,Low,No
E1035,34,Female,Married,Master,IT,IT Support,4/6/2022,3,4,Full-time,"Java, Azure, C#",No,Q1/2025,3.6,Cloud Migration,63.7,16,No,No,1,3,Medium,No
E1036,33,Male,Single,Bachelor,HR,HR Executive,10/6/2015,10,12,Full-time,"Java, Kubernetes",No,Q1/2025,3.7,Mobile App Design,64.5,44,No,No,5,3,Medium,No
E1037,24,Female,Married,Bachelor,HR,HR Executive,8/23/2011,14,17,Full-time,"React, Docker",Yes,Q1/2025,3.1,AI/ML Model Deployment,83.5,53,Yes,Yes,2,2,Medium,No
E1038,34,Male,Single,Master,IT,System Admin,4/18/2015,10,12,Full-time,"Angular, React, AWS",No,Q1/2025,4.1,DevOps Automation,49.8,35,No,No,4,5,Low,No
E1039,25,Female,Married,College,Marketing,Digital Marketer,8/18/2024,1,2,Full-time,"NoSQL, Docker, React, GCP, C#",No,Q1/2025,3.9,Cybersecurity Implementation,89.9,12,No,Yes,4,1,Medium,No
E1040,29,Female,Married,PhD,Marketing,Content Specialist,3/22/2022,3,6,Full-time,"Docker, AWS, Angular",No,Q1/2025,3.3,API Development,86.2,12,No,Yes,5,2,Low,No
E1041,28,Male,Married,College,Finance,Finance Manager,6/25/2014,11,12,Contractor,"C#, Kubernetes, Azure, Java",Yes,Q1/2025,3.7,Mobile App Design,47.6,72,No,No,1,1,Low,No
E1042,25,Female,Single,Bachelor,IT,Software Engineer,2/6/2020,5,5,Part-time,"NoSQL, Java, Azure",Yes,Q1/2025,3.0,Mobile App Design,78.6,22,No,Yes,5,1,Low,No
E1043,23,Female,Married,Bachelor,HR,Recruiter,6/30/2019,6,7,Full-time,"SQL, GCP, Python",No,Q1/2025,3.9,Mobile App Design,67.3,24,No,No,4,5,Low,No
E1044,33,Male,Married,Bachelor,IT,DevOps Engineer,12/9/2010,15,17,Full-time,"Azure, AWS, NoSQL, GCP",No,Q1/2025,4.7,DevOps Automation,88.1,50,No,No,4,1,Medium,No
E1045,33,Female,Married,Bachelor,Finance,Accountant,10/17/2010,15,18,Full-time,"C#, Azure, Docker, GCP, Angular",Yes,Q1/2025,4.6,Web Application Development,92.5,43,No,No,5,5,Low,No
E1046,27,Female,Single,Bachelor,QA,Test Analyst,4/8/2021,4,6,Full-time,"NoSQL, Azure, AWS",No,Q1/2025,3.4,Web Application Development,88.1,20,No,Yes,4,5,High,No
E1047,33,Male,Single,Bachelor,Finance,Accountant,10/5/2023,2,4,Full-time,"Angular, NoSQL",Yes,Q1/2025,4.1,Mobile App Design,82.5,15,No,No,2,1,Medium,No
E1048,31,Other,Single,Bachelor,Marketing,Content Specialist,7/9/2023,2,4,Full-time,"Python, AWS",Yes,Q1/2025,4.5,DevOps Automation,53.9,19,Yes,No,2,1,Medium,No
E1049,28,Female,Married,Master,IT,System Admin,5/5/2024,1,3,Full-time,"Azure, NoSQL, Kubernetes",Yes,Q1/2025,3.6,Mobile App Design,62.1,11,Yes,Yes,4,3,High,No
E1050,31,Male,Single,Bachelor,QA,Test Analyst,7/24/2011,14,14,Full-time,"Azure, NoSQL",Yes,Q1/2025,4.5,DevOps Automation,54.8,40,No,No,5,3,Medium,No
E1051,28,Male,Single,Bachelor,Sales,Account Manager,5/8/2013,12,13,Full-time,"SQL, Python, GCP, Java, AWS",Yes,Q1/2025,3.5,AI/ML Model Deployment,78.2,67,No,No,2,4,Low,No
E1052,36,Female,Single,Bachelor,Sales,Account Manager,8/21/2015,10,12,Full-time,"Docker, Kubernetes",Yes,Q1/2025,4.5,Mobile App Design,90.3,65,No,No,1,4,Low,No
E1053,25,Female,Single,Master,Finance,Finance Manager,5/19/2010,15,16,Part-time,"Vue.js, Docker, C#",Yes,Q1/2025,3.6,AI/ML Model Deployment,36.4,82,No,No,3,4,Medium,No
E1054,31,Male,Single,Master,Sales,Account Manager,5/14/2018,7,7,Full-time,"Azure, Docker, Vue.js",Yes,Q1/2025,4.5,DevOps Automation,93.7,33,No,No,1,2,Low,No
E1055,25,Female,Single,Bachelor,Finance,Accountant,9/2/2010,15,16,Full-time,"C#, GCP, NoSQL, Java, Azure",No,Q1/2025,4.6,Cloud Migration,78.5,55,No,No,4,2,Low,No
E1056,33,Male,Married,Master,Finance,Financial Analyst,11/23/2016,9,10,Full-time,"AWS, Vue.js, C#, GCP",Yes,Q1/2025,3.5,DevOps Automation,78.5,34,No,No,3,1,Low,No
E1057,36,Female,Single,Bachelor,IT,IT Support,1/24/2013,12,12,Full-time,"AWS, GCP",Yes,Q1/2025,3.1,Data Analytics Platform,58.7,36,No,Yes,3,4,Low,No
E1058,29,Male,Single,Master,Sales,Account Manager,11/29/2021,4,4,Full-time,"Java, Kubernetes, NoSQL, Vue.js",Yes,Q1/2025,3.4,Cybersecurity Implementation,51.2,26,No,Yes,5,2,Low,No
E1059,31,Male,Married,College,HR,HR Executive,12/8/2022,3,3,Full-time,"SQL, React",Yes,Q1/2025,3.0,AI/ML Model Deployment,56.3,12,No,Yes,5,2,Medium,No
E1060,28,Female,Single,Bachelor,Finance,Financial Analyst,11/10/2022,3,4,Full-time,"C#, Vue.js, GCP, Java, SQL",Yes,Q1/2025,3.3,Mobile App Design,75.4,12,No,Yes,2,3,Medium,No
E1061,39,Male,Married,Bachelor,IT,Software Engineer,10/18/2016,9,12,Full-time,"React, Angular, SQL, Docker, Kubernetes",Yes,Q1/2025,4.8,Mobile App Design,55.1,35,No,No,4,5,High,Yes
E1062,38,Other,Single,Master,HR,Recruiter,3/6/2019,6,7,Full-time,"Angular, Vue.js, Python, Azure, GCP",No,Q1/2025,4.7,DevOps Automation,64.7,26,No,No,1,5,High,Yes
E1063,27,Female,Married,Bachelor,IT,Software Engineer,10/7/2014,11,13,Full-time,"Angular, C#, GCP, NoSQL",Yes,Q1/2025,3.5,Web Application Development,87.9,39,No,No,2,5,High,No
E1064,32,Male,Married,Bachelor,QA,Test Analyst,2/25/2021,4,6,Full-time,"Azure, Python",Yes,Q1/2025,5.0,Web Application Development,77.8,19,No,No,1,2,Low,No
E1065,26,Female,Married,Master,Marketing,Content Specialist,8/30/2021,4,7,Full-time,"NoSQL, Azure, AWS, Angular",No,Q1/2025,3.9,API Development,74.7,16,No,No,2,4,Low,No
E1066,22,Female,Married,Bachelor,Finance,Accountant,4/4/2024,1,1,Full-time,"GCP, Python, React",Yes,Q1/2025,5.0,API Development,68.1,10,Yes,Yes,2,5,High,No
E1067,33,Female,Married,Bachelor,Sales,Sales Executive,3/17/2023,2,4,Full-time,"Java, Kubernetes, SQL",Yes,Q1/2025,3.0,Cloud Migration,42.5,17,No,Yes,4,5,Low,No
E1068,32,Female,Single,Bachelor,QA,Test Analyst,4/29/2016,9,12,Full-time,"NoSQL, SQL",Yes,Q1/2025,3.5,Cybersecurity Implementation,60.6,20,No,No,1,1,Low,No
E1069,35,Male,Married,College,Finance,Accountant,1/21/2010,15,15,Full-time,"Vue.js, Java, React, Docker",Yes,Q1/2025,3.7,API Development,46.5,39,No,No,1,3,Low,No
E1070,35,Female,Single,Master,HR,Recruiter,12/11/2015,10,13,Contractor,"React, Docker, SQL, C#, Kubernetes",Yes,Q1/2025,4.1,Cybersecurity Implementation,94.3,44,No,No,5,1,Medium,No
E1071,27,Female,Married,PhD,Marketing,Content Specialist,1/6/2010,15,16,Full-time,"Kubernetes, GCP, React, Java",No,Q1/2025,3.7,Cybersecurity Implementation,27.6,39,No,No,2,3,Low,No
E1072,26,Female,Single,Bachelor,Marketing,Business Analyst,7/19/2011,14,17,Full-time,"AWS, React, Kubernetes",Yes,Q1/2025,5.0,Cloud Migration,98.6,53,No,No,4,4,Low,No
E1073,40,Female,Single,Bachelor,Marketing,Digital Marketer,4/2/2013,12,14,Full-time,"Java, Python, NoSQL, Azure, Kubernetes",No,Q1/2025,3.6,DevOps Automation,55.5,53,No,No,3,4,Medium,Yes
E1074,25,Male,Single,Bachelor,HR,HR Executive,3/7/2013,12,12,Full-time,"Python, Angular, C#",Yes,Q1/2025,3.7,Cloud Migration,31.5,58,No,No,3,3,Medium,No
E1075,25,Male,Married,Bachelor,Finance,Financial Analyst,1/17/2017,8,11,Contractor,"Azure, Python, Docker, Kubernetes, GCP",Yes,Q1/2025,2.2,Cloud Migration,95.1,30,No,Yes,3,5,Medium,No
E1076,32,Female,Married,Master,Sales,Sales Executive,4/21/2023,2,3,Full-time,"AWS, SQL, Kubernetes, C#",No,Q1/2025,3.9,Data Analytics Platform,87.6,20,Yes,No,4,5,High,No
E1077,26,Other,Married,Master,Sales,Sales Executive,3/26/2016,9,10,Full-time,"Azure, AWS, SQL",No,Q1/2025,3.7,Cybersecurity Implementation,90.7,31,No,No,3,5,Low,No
E1078,32,Male,Single,Master,Marketing,Content Specialist,2/26/2012,13,14,Full-time,"SQL, Python, Azure",Yes,Q1/2025,4.2,Cybersecurity Implementation,67.1,39,No,No,4,1,Low,No
E1079,29,Male,Single,Bachelor,HR,HR Executive,7/13/2023,2,3,Full-time,"React, Java, Azure",Yes,Q1/2025,4.2,Web Application Development,48.5,20,No,No,3,3,Low,No
E1080,35,Male,Married,Bachelor,QA,Test Analyst,9/4/2018,7,9,Full-time,"Angular, Vue.js, React",No,Q1/2025,4.5,Web Application Development,96.5,30,No,No,1,2,Low,No
E1081,28,Male,Divorced,College,QA,Test Analyst,11/9/2015,10,11,Full-time,"Azure, Docker, React, C#",Yes,Q1/2025,3.3,Data Analytics Platform,82.9,60,No,Yes,3,1,Low,No
E1082,35,Female,Married,Bachelor,Marketing,Content Specialist,1/26/2021,4,4,Full-time,"Python, React",Yes,Q1/2025,4.3,API Development,54.8,14,No,No,1,4,Low,No
E1083,30,Female,Single,Bachelor,IT,DevOps Engineer,4/5/2018,7,7,Full-time,"NoSQL, React, Docker, GCP",No,Q1/2025,3.7,Cybersecurity Implementation,81.4,30,No,No,5,1,Low,No
E1084,34,Male,Married,College,IT,IT Support,6/16/2016,9,11,Full-time,"Python, Kubernetes",Yes,Q1/2025,4.1,Cybersecurity Implementation,81.7,35,No,No,4,2,Low,No
E1085,40,Male,Married,Bachelor,IT,IT Support,8/28/2023,2,5,Full-time,"C#, NoSQL, Java, Python, Angular",Yes,Q1/2025,4.1,Mobile App Design,87.2,20,Yes,No,4,1,Medium,Yes
E1086,22,Female,Divorced,College,IT,IT Support,4/14/2022,3,4,Full-time,"Python, C#, React, Angular, Azure",No,Q1/2025,4.1,DevOps Automation,88.2,14,Yes,No,4,1,Low,No
E1087,30,Male,Married,Bachelor,IT,DevOps Engineer,3/7/2024,1,4,Full-time,"SQL, Kubernetes, NoSQL, C#",Yes,Q1/2025,3.9,Cloud Migration,56.2,8,No,Yes,3,3,Low,No
E1088,33,Female,Single,College,Marketing,Business Analyst,11/20/2019,6,8,Full-time,"GCP, C#",Yes,Q1/2025,3.6,DevOps Automation,40.3,31,No,No,2,1,Low,No
E1089,42,Female,Single,Master,Finance,Accountant,5/23/2020,5,7,Part-time,"NoSQL, SQL, Angular, Azure, AWS",No,Q1/2025,4.6,Mobile App Design,53.7,26,No,No,5,4,Low,Yes
E1090,25,Male,Divorced,Master,Finance,Finance Manager,10/30/2020,5,7,Full-time,"Python, AWS, React, Kubernetes",No,Q1/2025,4.0,API Development,70.4,29,Yes,No,3,5,Medium,No
E1091,31,Male,Single,College,Marketing,Business Analyst,11/1/2024,1,1,Full-time,"React, Vue.js, NoSQL",Yes,Q1/2025,3.9,Data Analytics Platform,78.6,10,No,Yes,1,5,Low,No
E1092,32,Male,Divorced,Bachelor,Sales,Account Manager,12/29/2012,13,16,Full-time,"C#, Java",No,Q1/2025,4.5,Cloud Migration,36.8,61,No,No,3,1,High,No
E1093,28,Female,Single,College,Finance,Finance Manager,9/12/2018,7,8,Full-time,"SQL, NoSQL, Docker, Kubernetes",Yes,Q1/2025,5.0,AI/ML Model Deployment,45.8,42,No,No,5,1,Low,No
E1094,22,Male,Married,College,IT,IT Support,2/24/2020,5,5,Full-time,"React, C#, GCP",Yes,Q1/2025,3.4,AI/ML Model Deployment,79.9,27,Yes,Yes,3,3,Medium,No
E1095,27,Female,Single,Master,Finance,Financial Analyst,5/23/2022,3,5,Contractor,"React, Python, SQL, GCP, AWS",Yes,Q1/2025,4.6,Mobile App Design,63.3,17,No,No,2,4,Low,No
E1096,39,Male,Married,Bachelor,QA,Test Analyst,1/6/2020,5,8,Full-time,"NoSQL, Azure, Angular",Yes,Q1/2025,3.6,Data Analytics Platform,78.4,22,Yes,No,3,2,Low,Yes
E1097,22,Male,Single,College,Sales,Account Manager,9/10/2022,3,5,Full-time,"Docker, NoSQL, Kubernetes, C#",No,Q1/2025,3.3,Cloud Migration,60.3,28,No,Yes,1,2,Medium,No
E1098,28,Female,Single,Bachelor,HR,HR Executive,2/19/2020,5,8,Full-time,"Python, C#, Docker, SQL",Yes,Q1/2025,3.9,Web Application Development,67.6,21,No,No,2,4,Low,No
E1099,29,Female,Married,Bachelor,Sales,Sales Executive,9/21/2024,1,2,Full-time,"Python, NoSQL, Angular, Java, C#",No,Q1/2025,3.5,API Development,60.7,11,Yes,Yes,4,1,Medium,No
E1100,31,Female,Divorced,Bachelor,IT,System Admin,4/9/2018,7,9,Full-time,"Python, Kubernetes",No,Q1/2025,3.3,Data Analytics Platform,68.0,27,No,Yes,1,1,Low,No
E1101,26,Male,Single,College,IT,DevOps Engineer,5/24/2011,14,14,Contractor,"Azure, SQL, GCP",Yes,Q1/2025,3.4,Cloud Migration,88.1,39,No,Yes,3,5,Medium,No
E1102,30,Male,Married,Bachelor,Sales,Sales Executive,10/10/2014,11,11,Contractor,"Angular, Docker, Python, NoSQL",No,Q1/2025,2.9,Mobile App Design,46.0,51,No,Yes,3,4,Medium,No
E1103,37,Male,Married,Bachelor,IT,System Admin,8/12/2012,13,16,Full-time,"SQL, Angular, Kubernetes",No,Q1/2025,3.3,DevOps Automation,52.8,37,No,Yes,1,4,High,Yes
E1104,33,Female,Single,Bachelor,IT,DevOps Engineer,12/11/2012,13,15,Full-time,"Docker, Kubernetes, Python",Yes,Q1/2025,4.8,Mobile App Design,56.5,38,No,No,4,2,High,No
E1105,28,Male,Single,Master,Marketing,Digital Marketer,5/7/2022,3,5,Full-time,"NoSQL, Azure, Angular, Kubernetes",Yes,Q1/2025,4.3,AI/ML Model Deployment,45.9,13,No,No,1,1,Low,No
E1106,24,Female,Married,Bachelor,Finance,Financial Analyst,8/21/2023,2,2,Contractor,"React, Vue.js, Angular",No,Q1/2025,3.6,Data Analytics Platform,75.8,19,No,No,4,5,Low,No
E1107,30,Male,Single,Master,Marketing,Digital Marketer,3/3/2017,8,10,Full-time,"Azure, C#, Python, Docker",No,Q1/2025,4.4,API Development,64.1,25,No,No,5,4,Medium,No
E1108,34,Female,Single,Bachelor,HR,HR Executive,6/7/2019,6,7,Full-time,"Angular, React, Vue.js",No,Q1/2025,4.1,Cloud Migration,86.0,20,Yes,No,5,3,Medium,No
E1109,25,Male,Single,Bachelor,Sales,Sales Executive,12/22/2020,5,5,Part-time,"Python, C#",Yes,Q1/2025,3.4,Cybersecurity Implementation,73.2,24,No,Yes,1,2,Low,No
E1110,24,Male,Married,College,Finance,Finance Manager,3/3/2012,13,15,Full-time,"Kubernetes, C#, Java",No,Q1/2025,3.8,AI/ML Model Deployment,67.7,84,No,No,1,2,Low,No
E1111,31,Male,Married,Bachelor,IT,Software Engineer,8/12/2021,4,7,Part-time,"Python, React",Yes,Q1/2025,4.3,Cybersecurity Implementation,82.2,20,No,No,4,1,Medium,No
E1112,26,Male,Married,Bachelor,QA,QA Engineer,11/8/2011,14,17,Full-time,"C#, Vue.js, GCP, Azure, Python",No,Q1/2025,4.0,Data Analytics Platform,50.1,53,No,No,5,3,High,No
E1113,31,Female,Married,College,Marketing,Digital Marketer,1/15/2010,15,16,Full-time,"SQL, Java, Python",Yes,Q1/2025,4.0,AI/ML Model Deployment,85.8,49,No,No,4,5,Medium,No
E1114,22,Female,Single,Master,IT,IT Support,2/26/2021,4,6,Full-time,"NoSQL, Azure",Yes,Q1/2025,3.6,Cybersecurity Implementation,82.8,15,No,No,5,4,Low,No
E1115,27,Female,Single,Bachelor,Sales,Sales Executive,9/11/2015,10,12,Full-time,"AWS, Java, Python, C#, Angular",Yes,Q1/2025,4.0,DevOps Automation,90.2,60,No,No,5,1,Low,No
E1116,31,Female,Married,Bachelor,HR,HR Executive,2/17/2019,6,6,Contractor,"Java, Docker, Azure",Yes,Q1/2025,3.3,DevOps Automation,95.3,35,No,Yes,4,1,Low,No
E1117,29,Male,Married,College,Finance,Finance Manager,12/26/2013,12,13,Full-time,"SQL, NoSQL, C#, Java",Yes,Q1/2025,4.5,Mobile App Design,15.9,54,No,No,4,1,Low,No
E1118,35,Female,Single,Bachelor,QA,Test Analyst,12/20/2017,8,10,Full-time,"SQL, NoSQL, Java",No,Q1/2025,3.7,Data Analytics Platform,80.1,27,No,No,5,1,Low,No
E1119,32,Male,Married,Master,Finance,Accountant,1/14/2021,4,5,Full-time,"Python, C#, Java",Yes,Q1/2025,3.0,Web Application Development,71.7,12,No,Yes,5,4,Medium,No
E1120,30,Male,Married,Bachelor,Finance,Financial Analyst,7/16/2017,8,9,Full-time,"Java, Python",Yes,Q1/2025,3.6,Web Application Development,74.4,34,No,No,2,4,Medium,No
E1121,33,Female,Married,Master,IT,System Admin,11/15/2020,5,7,Full-time,"Vue.js, SQL, Java, C#",Yes,Q1/2025,3.4,Web Application Development,72.6,23,No,Yes,2,2,Medium,No
E1122,32,Female,Single,College,Sales,Account Manager,12/5/2023,2,5,Full-time,"NoSQL, GCP",No,Q1/2025,3.8,Cybersecurity Implementation,63.6,22,No,No,2,3,Medium,No
E1123,30,Male,Married,PhD,Sales,Account Manager,11/1/2012,13,13,Full-time,"Python, Vue.js, Java",Yes,Q1/2025,3.8,Cybersecurity Implementation,73.7,79,No,No,4,1,Low,No
E1124,30,Female,Married,Bachelor,QA,QA Engineer,6/7/2015,10,10,Full-time,"React, Java",Yes,Q1/2025,4.5,AI/ML Model Deployment,14.7,60,No,No,4,3,Medium,No
E1125,24,Female,Married,Bachelor,Marketing,Business Analyst,7/4/2024,1,3,Full-time,"Azure, C#, Vue.js",Yes,Q1/2025,4.7,Cloud Migration,41.5,11,No,Yes,5,3,High,No
E1126,24,Male,Single,Bachelor,Marketing,Business Analyst,4/25/2018,7,10,Full-time,"Kubernetes, Java, React",No,Q1/2025,4.2,Web Application Development,69.6,34,No,No,3,5,Low,No
